url,Headline,Organization,Location,Assignment type,Subject,Publish date,Deadline for application,Description,machine learning,deep learning
https://kth.powerappsportals.com/en-US/student/view-job/?id=15bf06a7-8450-ed11-97b2-0003ff3086e1,Thesis Project: Development of a user-friendly software for phase-contrast microCT post-processing,SUBIC,Stockholm University or Distance,Degree project,Engineering physics,10/21/2022,11/18/2022,"Stockholm University Brain Imaging Centre (SUBIC) – is an advanced multidisciplinary infrastructure dedicated to experimental academic research on brain function and structure. SUBIC is located at Stockholm University’s Frescati campus and is available to all researchers affiliated with Stockholm University or other research institutes and companies.

SUBIC’s infrastructure will support Swedish research with state of the art functional and structural brain imaging technologies suitable for fundamental academic research within the humanities, behavioral sciences, natural sciences and law.

Thesis Project: Development of a user-friendly software for phase-contrast microCT post-processing

X-ray micro-tomography (microCT) is a popular non-destructive imaging method that provides micro-meter resolution of inner structures of materials. It is an important tool for research and industrial examines, including archaeology, biomedical, material science, geology, zoology, etc.

The common image processing steps for phase-contrast X-ray tomography include image correction, phase retrieval, and tomography reconstruction. There are various open source algorithms for different steps for the procedure, as well as numerous publications about the most up-to-date processing methods. However, these codes have very steep learning curves for X-ray imaging users, which limit the usage by the researchers in a wider range of fields. In order to make the post processing algorithms more accessible for all users in the world who share similar imaging systems, we would like to develop a user-friendly software that integrates all the post processing steps with the most commonly used phase retrieval algorithms, so that we can realize interactive and intuitive phase retrieval and reconstruction process. We think the result of the project will not only benefit SUBIC but also the whole X-ray imaging community.

We are looking for someone who
is interested in imaging processing, and has at least basic knowledge in either Python, MATLAB or other programing language.

You will gain from the project
- Experience in X-ray imaging and research
- Authorship in scientific paper
- Contacts with researchers in a wide range of fields

Your application should include:
• CV
• cover letter
• transcripts from the current study

Please send your application to subic@su.se before the 18th of Nov. The project can start as soon as possible or upon an agreed time. For any questions regarding the project, please contact Dr. Tunhe Zhou, tunhe.zhou@su.se.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=d8fb853b-1b51-ed11-97b2-0003ff3086e1,AFRY Cyber Security Master Thesis Program,AFRY,Stockholm/Solna och andra orter,Degree project,Engineering,10/21/2022,11/18/2022,"Looking for a place to write your thesis and perhaps a job after graduation? Great! AFRY Cyber Security are now looking for students who study computer science, information security, cyber security, automation or civil engineers and systems scientists with a burning interest in cyber security.

We have a number of opportunities for you who are studying at university and college and are about to enter working life. AFRY Cyber Security Master Thesis Program is a unique opportunity where you as a student finalize one of the last parts of your education while you are introduced for working life at AFRY.

You write your master thesis at AFRY Cyber Security and get the support you need from your AFRY supervisor while you also become a part of AFRY as you get additional training, education, and introduction from us. We want you to get to know AFRY by collaborating with several stakeholders and parts within our organization.

Below are some suggestions of areas for degree projects that can be implemented in the spring of 2023. We are happy to discuss this in more detail with you and define a problem that suits you and our business.

MITRE ATT&CK  framework development for vehicles cyber security

Cyber security is becoming increasingly more important in todays and tomorrows connected and autonomous vehicles. Without having a cyber secure vehicle, it is not possible to argue that it is safe for all road-users. New legislation requires a systematic cyber security work to be performed on each type of vehicle put on the market and the automotive engineers are now taking the first steps in the right direction but there is much that can be improved. AFRY always looks for opportunities to improve the knowledge and help our customers to succeed. We believe that attack-matrixes could be important in future cyber security work, hence – a goal for a thesis in this area could be to build knowledge on how attack matrixes can be utilized in the TARA work and experiment with tool support to elicit its potential?

NIS2

The updated EU directive on Network and Information Security, NIS2, includes many new organizations and adds new requirements along with increases in potential sanctions. How can we make this complex area easier to understand and are there clever ways of measuring how well an organization meet the requirements?

Social Engineering

Around 90-98% of all IT-attacks are dependent upon the success of human psychological manipulation, I.E. Social Engineering. The extent of use, and methods used varies How can we prevent and detect such threats and moreover, how can we keep track of the latest modus withing this realm of cyber security?

OT Security

Security related to physical processes, OT security, is a very exciting area with many challenges that need different approaches compared to traditional IT security. How do we measure and illustrate risks in a good way? Are there new and creative ways of working with security and safety? How do we train people on the unique challenges of OT security?

OT Security Laboratory

Being able to demonstrate, evaluate and teach OT security in our amazing OT laboratory enables us to do things that cannot be done safely in real environments! How can we best illustrate real-life risks in a demonstration environment? How do we create interesting scenarios and how do we set up the underlying technology?

Open application – OT-Security/Product Security/Cyber Security, National Security and or Civil Security

You are more than welcome to suggest other areas that than the ones mentioned above. If you want to apply to the program and have your own idea of area and problem formulation – don’t forget to add a description and motivation of this in your application.

For questions:

Gustav Sandberg, Business Area Manager Cyber Security

gustav.sandberg@afry.com

Linnea Grundström, Consultant Cyber Security

linnea.grundstrom@afry.com",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=7f6da757-a24f-ed11-97b2-0003ff3086e1,M.Sc. thesis: Simulation modeling of circular flows,Scania CV AB,Södertälje,Degree project,Industrial Management,10/21/2022,11/20/2022,"Scania is one of the leading European manufacturers of heavy‑duty vehicles (HDV), with global sales of 66'900 trucks, 5'190 buses and 10'990 engines in 2020. When it comes to circular business, we believe that being a sustainable business depends on adopting a more circular economic model, where the use of existing resources is maximised and waste is minimised all along the value chain.

Background:
One potential way of realizing a circular business is through recovery practices such as reuse, remanufacturing and recycling. In this thesis project the economic and environmental impact of recovery practices shall be investigated including relevant processes and, if needed, sub-processes. The focus will be on BEV parts and components. While recovery processes are costly and come with an environmental impact, they overall still need to be more beneficial compared to producing parts and components from virgin materials. A simulation model is needed to explore recovery operations and reverse flows as well as to identify potential trade-offs between economic and environmental impact. The models are built in Anylogic using discrete event and/or agent-based approaches.

Target:
The outcome shall be a public English thesis developing and testing circular business scenarios, with recommendations on process parameters and thresholds that ensure economic and environmental viability. The thesis will serve as decision support for potential future investments.

Assignment, all with the focus on recovery practices:
Description and conceptualization of recovery practices, processes and flows
Validation with experts
Data collection from selected BEV parts and components
Model development using Anylogic (discrete event and/or agent-based approach)
Model testing and systematic exploration of circular flow options
Analysis and recommendation of most suitable scenarios


Education & organisation:
Engineering or economics, focus on: circular economy principles, repair/remanufacturing operations, transport logistics
Good knowledge of: Anylogic/Java; process modelling; discrete event and/or agent-based modelling; data analysis
Number of students: 1-2
Start of work: December 2022 - February 2023
Estimated duration: ~22 weeks incl. 10 holidays, full time 40 h/week in the office (the thesis work can be optionally combined with an internship of 2-6 months before thesis start, depending on student availability)
Language of work: English & Swedish
Location of work: Södertälje, Stockholm county, Sweden
Students from outside Greater Stockholm can rent a subsidized Scania apartment in Södertälje
Payment: 20'000 SEK at the start, 20'000 SEK after the final report was received.

Contact persons and supervisors:
Mr. Lieder   Tel. +46 700 85 61 17

Application:
Please enclose personal letter, CV and the list of grades from the latest M.Sc. studies.
Applications will be collected until Sunday 2022-11-20 and the telephone interviews will take place the week after.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=011279ac-1351-ed11-97b2-0003ff3086e1,Thesis Project 30 credits – Development of a CFD simulation method in OpenFOAM to optimize flow properties inside the cab,Scania CV AB,Södertälje,Degree project,Mechanical engineering,10/21/2022,11/20/2022,"A thesis project at Scania is an excellent way of making contacts for your future working life. Many of our current employees started their career with a thesis project.

Background:
Scania works continuously to develop intake, chassis, cab and engine components which enables Scania to remain a premium brand. As simulation-driven development grows, so does also the need for improved and reliable methods to obtain high simulation quality and quicker iterations.

Assignment:
The objective of the thesis is to develop a method to assist in improving the flow/thermal properties within the cab of a truck. The task focuses on studying the flow distribution inside the cabin, while quantifying the energy consumption of the HVAC components taking into account pressure losses, leakage etc. The results from simulations will be compared with available baseline simulations/physical measurements to assess the capability of the method. The work will also involve using design automation (DA) to optimize the configuration of the air vents, ducts etc.

Qualifications:
Preferred experiences:
• Masters student in mechanical engineering, or similar, with specialization in fluid mechanics.
• Experience with design automation in CATIA or other CAD tools.
• Knowledge of OpenFOAM / Star-CCM+ or other CFD codes.

Number of students: 1 or 2
Start date:  January 2023
Estimated time needed: 20 weeks

Contact persons and supervisors:
Kim Petersson- Manager (kim.petersson@scania.com)
Akshay Kumar- Supervisor (akshay.kumar@scania.com)

Application:
Enclose CV, personal letter and school-leaving certificate/transcripts.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=8f138a3e-5c50-ed11-97b2-0003ff3086e1,Kunnig Programmerare/kodare till undervisning,Östermalms Musik och Kulturskola AB,Nacka Kommun,Seasonal and part time jobs,Computer Science and Engineering,10/21/2022,11/25/2022,"Östermalms Musik & Kulturskola söker dig som studerar eller behärskar kodning/programmering för att undervisa gymnasieelever efter skoltid i Nacka Kommun. Vi siktar på att till våren starta en kurs som innebär att eleven får lära sig att skapa ett verk som ett mindre program/script via programmering/kodning, för att slutprodukten skall visas upp som ett konstverk. Exempelvis via att efter laddning av det skapade programmet så visas en ruta där färger skiftar eller mer avancerat kan vara att det visar en bild. Undervisningen sker i grupp, 30 – 40 minuters lektioner efter eleverna slutat den ordinarie skolan. Undervisningen sker i skolans lokaler ute i Nacka Kommun. Du som lärare kommer få vara med och utforma kursen då detta är en ny satsning från vår sida.

Deadline för ansökan är 25:e November, skicka CV och Personligt Brev till mail@ostermalmsmk.se

Om du har frågor eller funderingar så hör av dig till oss.

Östermalms Musik & Kulturskola grundades 1997 med undervisning i Stockholm och Danderyds kommun. Sedan auktorisationen som aktör i Nacka kommun 2007 har verksamheten utvidgats till stora delar av Nacka. Vi har idag ca 800 elever. Från hösten 2018 är vi en auktoriserad kulturskola i Nacka. Vi tror på ett starkt samband mellan kultur, mentalt välmående och prestation.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=d5bcc798-ef4e-ed11-97b2-0003ff3086e1,Data Science Intern to Scatterin,Scatterin AB,KTH Campus,Seasonal and part time jobs,Computer Science and Engineering,10/21/2022,11/27/2022,"ABOUT THE COMPANY
Scatterin AB is a spin-off company from research at KTH Royal Institute of Technology with an ambition to make the neutron and synchrotron X-ray facilities, also known as Big Science, available for any researcher or engineer working with materials and process development.
When used effectively, neutron and synchrotron X-ray experiments can enhance the understanding of the structure of the materials under different conditions; and save industry years in time to market for innovative processes and materials.
We develop an easy-to-use neutron and X-ray scattering data analysis software (Scatterin SaaS) and offer add-on services to help academia and industry efficiently utilize neutron and synchrotron X-ray experiments.

What have we accomplished in the past 12 months?
• Launched the first version of our cloud-based data analysis software available on https://saas.scatterin.com/
• Started/finalized multiple projects with global companies in the energy, tooling and steel industries.
• Tested and validated the performance of our existing data analysis pipelines.
• Secured additional funding for further development of Scatterin SaaS.

JOB DESCRIPTION
We are looking for a team member to build new neutron and synchrotron X-ray scattering data analysis pipelines.
We will help and guide you at any stage when you need it, and you will aid us in our mission to make World’s most powerful microscopes available for all engineers and researchers! We aim at launching the customer-ready version of Scatterin SaaS in later-2023 and continue pipelining the analysis of different neutron and synchrotron X-ray scattering data.

SKILLS & REQUIREMENTS
We believe that you are an open-minded, humble person and good at solving and asking new questions. You value quality, appreciate science, enjoy learning and teamwork, and don’t afraid of dealing with data, equations, and math in general.
Scatterin SaaS’ backend is written in Python and we use various libraries to create analysis pipelines on Jupyter Notebooks.

We believe that:
- You are proficient at Python: Numpy (SciPy & Matplotlib) and maybe Pandas as well?
- You have done various data analysis tasks using Python.
- You are eager to learn and look for solutions, i.e. it is good to use Google and Stack Overflow.
- Most likely, you have an engineering or natural sciences background (student or graduate). For example: Mathematics, Engineering Physics, Computer Science, and Materials Science.

We would be impressed if you also have some familiarity with (not must have):
- Git
- AWS services
- React.SJ

WHAT WE OFFER
We will make sure that you enjoy what you are doing and have flexible working hours, i.e. it is no problem to focus on your exams when you need. We do offer compensation (hourly-basis part-time working). You will be a part of Scatterin’s exciting journey with a high possibility to become a permanent team member.
You will be a part of a team consisting of dedicated material scientists enjoying solving materials- and process-related industrial challenges using state-of-the-art microscopes. We offer you an environment to develop yourself and experience Big Science while solving industrial challenges that can contribute to a better society.
We are a part of the KTH Innovation’s Pre-Incubator program and have office space at the KTH campus (Teknikringen 1).


Sounds like an exciting challenge? Apply for the position and don’t hesitate to reach Ahmet at ahmet@scatterin.com.
*We continuously evaluate the applications. Please don't wait for the application deadline.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=ae569f71-8b5e-ec11-a3ee-0003ff302e86,Master Thesis OMEXOM - High Voltage Substation digitalization Implementation of communication protocol IEC 61850,OMEXOM,Stockholm,Degree project,Energy and Sustainable Development,10/21/2022,12/31/2022,"High Voltage Substation digitalization Implementation of communication protocol IEC 61850

What enables the implementation of communication protocol IEC 61850 in a substation? What measures, sensors, and communications protocols are to be implemented? What benefits can be brought to the digitalisation process? And what must be prioritised during this operation?

The digitalisation of our society is part of the energy transition. It helps with data collection, fault detection and preventive maintenance. It also reduces operation work and intervention time. Implementation of those new technologies can also bring energy efficiency.

More and more substations move from standard hard-wired communication to digital communication via the protocol IEC 61850. The protocol is used for communication between components in the substation and the IEDs/relays as well as between the substation and the SCADA system. Using the IEC 61850 protocol in substation gives faster communication, and the possibility to collect more data and has also a positive impact on the environment as it reduces the number of copper cables used.

The task consists in a study of the major differences between a standard system and an IEC 61850 system and development solutions for a smooth transition to IEC 61850 when building new substations.

The student will work with the Business Unit manager and Project managers to assure a deep understanding. Visits on-site will help the student’s work. Collaboration with our customers will give access to the existing configuration and expected requirements. The student will benefit from the complementary views on the transmission network and might be involved in some design cases.

The master thesis/bachelor thesis must:
• Realise a state of art of IEC 61850 in a high-voltage substation
• Suggest actions for a smooth implementation of IEC 61850
• Quantify the benefits
• Develop the principles of the design for a digitalised station

You will be based in Stockholm starting from January – February 2023. Further, the master thesis can lead to possible recruitment and career in the Omexom network and VINCI Energies group.

Omexom is a brand of VINCI Energies

At Omexom we have a deep conviction – energy will be at the heart of tomorrow. With today’s global energy sector undergoing constant change, Omexom works with its clients to achieve the energy transition.

Omexom’s solution targets those who produce, transform and transport electricity, including local authorities. Omexom thus helps energy producers, grid operators and territories fulfil their missions whilst simultaneously navigating the evolving landscape. Omexom’s expertise in the field of electrical grids allows us to anticipate the impact of renewable energies. We then work to develop storage solutions, make more sustainable infrastructures and meet new consumption trends. Omexom offers an entire range of engineering, construction and maintenance services to its customers. For further info check our website: https://www.omexom.se/",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=59493bd4-8b5e-ec11-a3ee-0003ff302e86,Master Thesis OMEXOM - Development of the e-mobility,OMEXOM,Stockholm och Eksjö,Degree project,Energy and Sustainable Development,10/21/2022,12/31/2022,"Development of the e-mobility in the Stockholm and Eksjö region

A vast program of EV charging stations is ongoing in the Stockholm region and will continue to grow for the period 2022-2025. What will be the challenges raised by transport electrification in Stockholm? What are the challenges and constraints to keeping the balance of the electrical networks? How can we overcome them?

In Stockholm and Eksjö, are in its journey to a fossil-free city, has to multiply the foothold of its EV-charging infrastructure. OMEXOM is currently part of the roll-out of hundreds of EV charging stations in the Stockholm area and will be in charge in 2022 to accompany the development of the e-mobility in the city. This will create new constraints on the grid network, and we launch a master thesis subject to accompany the technical expertise needed.

Tens of thousands of EV charging points will be installed by 2030 in the Stockholm region. It will lead to critical tension in the distribution network. The master thesis aims to identify and quantify the challenges of transportation electrification, as a common problem to be solved between the EV charging stations operator, the EV chargers integrator (Omexom) and the Distribution Network Operator (Ellevio). Then, the student will propose solutions to overcome these issues, by identifying the extra electrical capacity to be built at specified positions.

The student will work with the Business Unit manager and Project managers to assure a deep understanding of the EV infrastructures. Visits on-site will help the student’s work. A collaboration with Ellevio will bring technical elements to the study. The student will benefit also from the complementary views on the distribution network.

The master thesis must:
• Identify the challenges
• Identify the critical points of the network
• Quantify the issues
• Propose a solution to overcome these challenges

You will be based in Stockholm or Eksjö starting from January – February 2023. Further, the master thesis can lead to possible recruitment and career in the Omexom network and VINCI Energies group.

Omexom is a brand of VINCI Energies

At Omexom we have a deep conviction – energy will be at the heart of tomorrow. With today’s global energy sector undergoing constant change, Omexom works with its clients to achieve the energy transition.

Omexom’s solution targets those who produce, transform and transport electricity, including local authorities. Omexom thus helps energy producers, grid operators and territories fulfil their missions whilst simultaneously navigating the evolving landscape. Omexom’s expertise in the field of electrical grids allows us to anticipate the impact of renewable energies. We then work to develop storage solutions, make more sustainable infrastructures and meet new consumption trends. Omexom offers an entire range of engineering, construction and maintenance services to its customers. For further info check our website: https://www.omexom.se/",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=21d7bc95-9bed-ec11-b5cf-0003ff307f22,Master Thesis OMEXOM - Increased competitiveness through a more sustainable offer to customers,OMEXOM,Karlstad,Degree project,Energy and Sustainable Development,10/21/2022,12/31/2022,"Increased competitiveness through a more sustainable offer to customers

What are the upcoming future sustainability and environmental requirements from the customers, industry and market? What is OMEXOM Sweden’s status and position in comparison to its competitors? Where should the focus be concentrated to fulfil the demand and competition? What are the solutions to reach the wanted position?

With the raised demand for renewable energy and increased electricity network capacity in order to achieve the necessary energy transition for sustainable electrification of society, it is crucial to strengthen electrical grid resilience and network stability. However it is at the same time of utmost importance to realise these objectives in a sustainable way, both in the delivered product and technology but also in the actual delivery of a project itself. For example electrification of vehicles and machinery utilised, increased use of more sustainable fuel arrangements, or the possibility of lowering CO2 emissions through dynamic monitoring of projects in order to offer more sustainable solutions.

Over the recent past, the industry and market have indicated a significantly increased focus on sustainable and environmental aspects of contractors' offers. Apart from the topics being a core part of OMEXOMs ambition for a Global Performance they are now also becoming more concretised requirements in upcoming projects, service and maintenance delivery. The competition will no longer only be judged on traditional criteria but on factors beneficial for the planet, environment and climate as well. In order to drive the development OMEXOM has initiated close cooperation with a number of large customers regarding more sustainable projects and future requirements and now launches a master thesis subject to further clarify and conclude the necessary alterations to the business model.

The master thesis aims to support the development of the future business offer in Sweden. It must lead to clarifications of the upcoming requirements and demands, the complications of implementation and adherence as well as opportunities for increasing competitiveness. The student will study the market, industry and customers indicated future sustainability setup and arrangements towards contractors.
The student will be supported by the company team (managers, project managers, technicians) and the European OMEXOM network. Their experience feedback will guide the student throughout his or her master thesis.

To summarise, the master thesis must:
• Outline and clarify the upcoming and future sustainability requirements for contractors
• Determine OMEXOMs current internal status of adherence to the requirements
• Specify areas of attention for most effect – towards which demands shall focus be aimed
• Define and propose solutions for achieving the requirements (how)
• Analyse OMEXOMs position regarding sustainable offers in comparison to competitors
• Clarify the complication of implementation of, and adherence to the new requirements

You will be based in Karlstad starting from January – February 2023. Further, the master thesis can lead to possible recruitment and career in the Omexom network and VINCI Energies group.

Omexom is a brand of VINCI Energies

At Omexom we have a deep conviction – energy will be at the heart of tomorrow. With today’s global energy sector undergoing constant change, Omexom works with its clients to achieve the energy transition. https://www.omexom.se/",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=c02eac33-2851-ed11-97b2-0003ff3086e1,Stridsfordonsdynamik,FOI - Totalförsvarets forskningsinstitut,Stockholm - Kista,Degree project,Vehicle Engineering,10/21/2022,12/31/2022,"Vid FOI bedrivs studier och simuleringar av markfordon för att värdera olika plattformar, dess konstruktion och framtida teknologier. Syftet med studierna är att värdera fordonskoncept i utvecklingen av framtida militära fordon eller UGV:er.

Dina uppgifter:

Du ska ta fram en förenklad fysikalisk modell av ett stridsfordons eller UGV:s dynamik under gång i terräng. Arbetet kan omfatta fordonets interaktion med terrängen (aktiv upphängning), såväl som fordonets egna rörelsedynamik. Modellen ska implementeras i Matlab och valideras med hjälp av data från andra inmätningar. I arbetet kan experimentverksamhet ingå.

Din profil:

Farkostteknik, (teknisk) fysik, analytisk mekanik eller liknande samt ett intresse för icke-linjära dynamiska system och kunskap om Matlab-programmering.

Vad erbjuder vi dig?

När du gör ditt exjobb hos oss ger vi dig en god inblick i vår verksamhet, där du får arbeta i en kreativ miljö. Arbetet på FOI bedrivs i form av projekt av varierad storlek och karaktär. Att arbeta på FOI innebär ett omväxlande arbete med stor grad av frihet och krav på egna initiativ och hög kompetens. På FOI kommer du att göra ditt exjobb i en forskningsnära miljö, full av engagerade experter och handledare som stöttar dig på bästa sätt.

Arbetet kommer att ske på enheten Prestandaanalys och Systemvärdering vid avdelningen Försvarsteknik.
Läs gärna mer om vad vi gör: https://www.foi.se/om-foi/organisation/forsvarsteknik.html

Har vi fångat ditt intresse?

Vi vill att du ansöker om examensarbetet med ett komplett CV inklusive senaste betygsutdraget samt ett personligt brev.

Du är välkommen med frågor till Nizar Chaar som nås på telefon 0721773749.

Då arbetet sker på en säkerhetsklassad anläggning krävs svenskt medborgarskap. Säkerhetsprövning med registerkontroll kommer att genomföras före examensarbetet enligt säkerhetsskyddslagen (2018:585).

Löpande urval kommer att ske under ansökningstiden.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=8c3cb36d-2851-ed11-97b2-0003ff3086e1,Modellering av framtida markstrid,FOI - Totalförsvarets forskningsinstitut,Stockholm - Kista,Degree project,Computer Science and Engineering,10/21/2022,12/31/2022,"Vid FOI utvecklas verktyg och metoder för att analysera framtidens markstrid. Beräkningsmodeller används för att beräkna utfall av mekaniserad strid med olika förband och förmågor. Simuleringsverktyg används för att visualisera skeenden och förstå utfall av modellerna. Syftet är att stötta krigsspel, framtidsstudier och vapensystemvärdering.

Dina uppgifter:

Din uppgift är att definiera och utveckla ny funktionalitet i en modell av framtida markstrid. Modellen är utvecklad i Matlab. Arbetet inkluderar att pröva olika sätt att modellera framtidens markstrid, utgående från underliggande tekniska underlag. Arbetet kommer att inbegripa studier av hur framtida markstrid kan och bör modelleras.

Din profil:

Teknisk fysik med inriktning mot programmering, datateknik, datavetenskap eller liknande, med intresse för programmering och modellering. Intresse för krigsspel och teknikutveckling är meriterande.

Vad erbjuder vi dig?

När du gör ditt exjobb hos oss ger vi dig en god inblick i vår verksamhet, där du får arbeta i en kreativ miljö. Arbetet på FOI bedrivs i form av projekt av varierad storlek och karaktär. Att arbeta på FOI innebär ett omväxlande arbete med stor grad av frihet och krav på egna initiativ och hög kompetens. På FOI kommer du att göra ditt exjobb i en forskningsnära miljö, full av engagerade experter och handledare som stöttar dig på bästa sätt.

Arbetet kommer att ske på enheten Prestandaanalys och Systemvärdering vid avdelningen Försvarsteknik.
Läs gärna mer om vad vi gör: https://www.foi.se/om-foi/organisation/forsvarsteknik.html

Har vi fångat ditt intresse?

Vi vill att du ansöker om examensarbetet med ett komplett CV inklusive senaste betygsutdraget samt ett personligt brev.

Du är välkommen med frågor till Johannes Andersen som nås på telefon 0731569943.

Då arbetet sker på en säkerhetsklassad anläggning krävs svenskt medborgarskap. Säkerhetsprövning med registerkontroll kommer att genomföras före examensarbetet enligt säkerhetsskyddslagen (2018:585).

Löpande urval kommer att ske under ansökningstiden",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=e3d963aa-2851-ed11-97b2-0003ff3086e1,Visualisering av framtida markstrid,FOI - Totalförsvarets forskningsinstitut,Stockholm - Kista,Degree project,Computer Science and Engineering,10/21/2022,12/31/2022,"Vid FOI utvecklas verktyg och metoder för att analysera framtidens markstrid. Beräkningsmodeller används för att beräkna utfall av mekaniserad strid med olika förband och förmågor. Simuleringsverktyg används för att visualisera skeenden och förstå utfall av modellerna. Syftet är att stötta krigsspel, framtidsstudier och vapensystemvärdering.

Dina uppgifter:

Din uppgift är att vidareutveckla ett visualiseringsverktyg för studie av framtida markstrid. Visualiseringsverktyget är utvecklat i C# och använder ArcGIS. Arbetet inkluderar att utveckla och pröva olika sätt att stötta krigsspel samt att pröva funktionaliteter tillsammans med experter på markstrid och krigsspel.

Din profil:

Datavetenskap och datateknik med intresse av MDI, systemvetenskap eller liknande. Intresse för modellering, simulering och krigsspel är meriterande.

Vad erbjuder vi dig?

När du gör ditt exjobb hos oss ger vi dig en god inblick i vår verksamhet, där du får arbeta i en kreativ miljö. Arbetet på FOI bedrivs i form av projekt av varierad storlek och karaktär. Att arbeta på FOI innebär ett omväxlande arbete med stor grad av frihet och krav på egna initiativ och hög kompetens. På FOI kommer du att göra ditt exjobb i en forskningsnära miljö, full av engagerade experter och handledare som stöttar dig på bästa sätt.

Arbetet kommer att ske på enheten Prestandaanalys och Systemvärdering vid avdelningen Försvarsteknik.
Läs gärna mer om vad vi gör: https://www.foi.se/om-foi/organisation/forsvarsteknik.html

Har vi fångat ditt intresse?

Vi vill att du ansöker om examensarbetet med ett komplett CV inklusive senaste betygsutdraget samt ett personligt brev.

Du är välkommen med frågor till Johannes Andersen som nås på telefon 0731569943.

Då arbetet sker på en säkerhetsklassad anläggning krävs svenskt medborgarskap. Säkerhetsprövning med registerkontroll kommer att genomföras före examensarbetet enligt säkerhetsskyddslagen (2018:585).

Löpande urval kommer att ske under ansökningstiden.",False,False
https://kth.powerappsportals.com/en-US/student/view-job/?id=8998d5a0-4251-ed11-97b2-0003ff3086e1,Master Thesis OMEXOM - Development of a smart city offer in the South of Sweden,OMEXOM,Malmö,Degree project,Energy and Sustainable Development,10/21/2022,12/31/2022,"Development of a smart city offer in the South of Sweden

Dynamic urban lighting equipment and new E-mobility infrastructures are needed to help make cities attractive, safe and modern while respecting the environment in the context of the energy transition. Omexom innovates for the benefit of cities and their users to develop intelligent solutions for responsible lighting and harmonious urban mobility. Our teams support municipalities in their projects to realize the promise of smart cities.

From energy-saving technologies like LEDS to fully adaptable automated lighting systems, new solutions become available on the market that we need to implement in Omexom Service South.

Sweden, in its journey to a fossil-free country, has also to multiply the foothold of its Electrical Vehicle charging infrastructure. Omexom is currently part of the roll-out of hundreds of EV charging stations in the country and will be in charge for the period 2023-2026 to accompany the development of E-mobility for different operators in the South.

What will be the challenges raised by transport electrification in the South of Sweden? What are the challenges and constraints to keeping the balance of the electrical networks?

The student will work with the Business Unit manager and Project managers to assure a deep understanding of the lighting and EV infrastructures solutions. Visits on-site will help the student’s work. A collaboration with the local Distribution Network Operator (E.on) will bring technical elements to the study. The student will benefit also from the complementary views of local municipalities.

The master thesis must:
• Identify the challenges and opportunities of smart cities with new E-Mobility infrastructures and dynamic lighting
• Analyse the new technical solutions in the market
• Identify the critical technical points and their impact on the electrical network
• Identify the potentialities of developing simultaneous solutions in EV infrastructures and dynamic lighting for the benefit of the municipalities

You will be based in Malmö starting from January – February 2023. Further, the master thesis can lead to possible recruitment and career in the Omexom network and VINCI Energies group.

Omexom is a brand of VINCI Energies

At Omexom we have a deep conviction – energy will be at the heart of tomorrow. With today’s global energy sector undergoing constant change, Omexom works with its clients to achieve the energy transition.

Omexom’s solution targets those who produce, transform and transport electricity, including local authorities. Omexom thus helps energy producers, grid operators and territories fulfil their missions whilst simultaneously navigating the evolving landscape. Omexom’s expertise in the field of electrical grids allows us to anticipate the impact of renewable energies. We then work to develop storage solutions, make more sustainable infrastructures and meet new consumption trends. Omexom offers an entire range of engineering, construction and maintenance services to its customers. For further info check our website: https://www.omexom.se/",False,False
